Random waveform, supplied seed
Total number of intervals = 258 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375)
Average QPS expected = 57503
Timestamp start: 1778418793997
Timestamp end: 1778420594337

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      279.7   117.5    74.4   127.9   142.6   268.7   330.6   361.2   381.8   404.4   435.0   479.0   563.9   718.3  2000.1  55567.3    55611
read      270.9    97.0    80.4   146.4   166.1   269.9   301.8   320.1   333.5   347.2   366.8   396.1   461.6   687.0  2906.0  20807.0    20774
read      320.3   142.1    74.4   140.6   161.3   299.5   363.2   400.2   429.1   463.1   506.0   574.1   720.9   952.5  2478.3  96574.4    96726
read      280.5   100.3    74.4   137.6   154.1   281.2   324.7   345.9   361.5   378.4   400.4   434.5   504.4   623.0  2141.5  32451.0    32442
read      279.9   135.2    74.4   126.0   141.2   261.3   325.3   359.5   383.2   410.7   446.6   497.5   597.9   782.3  3856.5  73046.1    73039
read      280.7   135.5    74.4   127.4   142.3   261.6   325.4   359.4   383.1   410.6   446.4   498.1   599.1   822.2  3391.9  74116.4    74055
read      281.4   122.2    74.4   129.1   143.9   273.8   333.7   362.6   382.1   403.4   432.0   472.4   549.8   679.9  2995.1  51235.0    51197
read      278.7   118.9    74.4   126.8   141.4   265.1   329.2   360.7   381.9   405.4   437.1   483.6   571.9   730.0  1998.8  59669.4    59442
read      283.7   108.5    80.4   136.9   152.6   284.4   331.2   354.0   369.5   388.2   410.8   448.2   520.9   633.7  2626.1  35632.7    35654
read      283.8   135.2    74.4   127.9   143.2   264.3   326.7   361.1   385.6   414.5   452.6   505.9   623.3   937.2  3385.3  78900.0    78747
read      283.5   121.2    74.4   132.8   148.6   281.2   333.8   358.9   375.4   395.6   421.6   460.8   538.5   682.1  3725.9  42331.1    42212
read      284.3   139.0    74.4   128.7   143.7   273.7   333.7   363.1   383.2   405.3   435.8   482.2   578.5  1055.1  3823.5  52512.7    52488
read      280.1   109.0    80.4   134.0   150.1   281.0   327.7   350.4   366.2   384.3   405.1   441.4   513.3   664.9  1931.2  37002.4    36950
read      266.1    79.0    80.4   152.9   173.8   264.1   292.5   309.7   321.8   337.1   355.2   381.9   444.2   582.7  1465.5  16733.1    16762
read      281.9   130.8    74.4   127.6   142.7   263.2   324.9   358.9   383.2   412.0   449.9   503.6   615.9   823.7  2379.8  79417.1    79473
read      280.9   124.2    74.4   127.7   142.4   267.0   330.4   362.1   383.7   408.1   440.5   488.9   581.2   736.3  2230.6  61356.7    61431
read      288.9   139.3    74.4   130.0   146.4   269.8   330.6   364.7   389.4   419.3   458.1   513.3   633.7   903.2  3564.8  87203.6    87172
read      583.2   243.2    86.8   310.9   367.0   522.0   587.2   659.5   767.6   865.0   946.3  1029.3  1159.7  1383.8  7261.0 108170.3   108181
read      295.8   151.5    74.4   131.0   147.8   274.6   337.6   372.5   398.3   429.6   468.8   530.7   680.2  1066.5  3623.9  80526.7    80515
read      282.2   119.0    74.4   133.4   149.5   282.0   329.8   353.2   369.1   388.2   411.4   449.5   528.1   677.4  3621.5  37234.1    37149
read      262.3    90.4    86.8   159.0   179.4   258.4   285.5   299.9   312.4   326.5   344.3   372.1   435.4   667.7  3117.1  13433.4    13444
read      281.0   127.0    74.4   126.9   141.9   262.9   326.2   360.5   384.3   412.0   448.2   499.6   600.1   792.9  2560.6  71855.0    72057
read      281.8   126.4    74.4   127.9   142.8   264.4   328.5   362.1   385.6   412.7   448.0   498.7   598.6   773.1  2770.5  70034.7    70041
read      295.6   143.6    74.4   132.6   150.1   275.6   336.6   371.0   396.7   428.1   467.1   526.5   656.0   998.7  3891.0  90223.1    90162
read      281.1   114.1    74.4   128.7   143.3   273.7   333.5   362.6   382.2   403.5   432.8   475.6   558.0   688.0  1145.4  51971.3    52082
read      277.8    91.8    80.4   144.5   163.4   277.9   314.1   334.0   346.8   363.7   383.8   415.4   485.7   626.9  2342.5  24313.1    24258
read      281.1   130.6    74.4   127.6   142.4   263.1   326.6   360.6   384.3   411.7   447.4   498.9   598.0   793.2  2519.8  71984.3    72013
read      279.5   119.3    74.4   127.0   141.7   266.8   329.7   360.7   381.8   405.6   436.5   483.7   576.1   754.4  1946.4  57995.7    58012
read      283.0   134.6    74.4   131.2   146.5   278.4   333.0   359.4   377.1   398.2   425.8   465.6   546.4   731.6  3446.1  45567.7    45398
read      281.5   127.8    74.4   128.6   143.3   274.1   332.2   360.4   379.4   401.0   430.1   471.7   561.6   757.0  3590.8  50189.6    50177
read      281.5   101.5    74.4   136.2   152.5   282.4   327.5   349.3   365.0   382.8   403.8   439.8   509.2   638.3  2461.3  34643.0    34504
read      279.2   126.0    68.9   127.2   141.9   262.9   327.1   359.9   382.4   407.7   441.1   489.8   586.1   746.1  2423.5  66065.7    66010
read      281.0   130.2    74.4   127.2   142.2   262.9   325.6   359.6   383.5   411.5   448.2   499.7   600.5   781.5  3265.0  74011.9    73937
read      278.5   114.5    74.4   127.6   142.2   268.8   328.6   358.5   378.6   401.6   432.0   476.4   561.6   691.0  1302.7  55006.0    55020
read      280.6   134.1    74.4   127.7   142.3   271.1   330.4   359.7   379.7   402.1   432.6   476.3   564.4   750.5  4521.1  53201.0    53235
read      337.6   159.7    74.4   147.4   170.4   315.2   380.3   419.8   449.2   483.9   528.5   598.4   767.0  1082.8  3034.4  97697.7    97743
read      239.3   151.2    93.8   161.5   175.0   229.4   250.9   263.9   272.7   285.1   300.5   333.8   423.9  1157.3  5207.1   5442.6     5419
read      266.2   112.3    86.8   155.0   176.2   261.1   289.0   304.9   316.9   332.4   351.5   382.8   462.3  1032.8  4682.5  14826.7    14764
read      245.2    97.8    86.8   163.2   178.5   237.3   260.3   272.9   283.1   294.4   312.6   342.3   419.3  1125.7  3848.3   7459.0     7451
read      281.1   117.9    74.4   129.7   144.7   275.6   332.2   359.7   378.1   399.2   427.2   468.3   549.2   691.6  1981.8  48205.7    48208
read      263.0   113.5    86.8   151.4   171.8   259.1   286.8   302.1   314.7   329.5   346.6   374.6   449.0   831.9  3873.2  16165.1    16149
read      281.1   130.5    74.4   127.4   142.4   263.2   324.3   357.5   381.1   408.9   446.2   500.6   612.1   851.5  2554.8  78717.1    78989
read      263.0    87.4    80.4   145.9   166.1   261.9   290.8   307.0   318.5   333.0   349.7   378.5   454.2   638.0  2517.9  18942.9    18886
read      282.5   135.3    74.4   128.2   143.3   265.0   326.7   359.7   383.2   410.7   447.8   501.6   606.6   790.5  3396.6  75977.0    75954
read      283.3   120.2    74.4   130.5   145.8   280.0   333.0   358.8   376.5   397.8   425.7   467.7   560.3   748.2  3184.7  44274.0    44409
read      264.1    82.0    80.4   151.5   172.3   260.8   288.8   304.7   316.7   331.5   349.2   381.9   463.4   736.9  2297.0  16394.1    16431
read      308.6   181.0    74.4   135.8   153.4   283.8   346.1   382.9   409.9   443.7   486.6   549.4   734.0  1745.5  6228.3  85521.1    85707
read      281.7   121.0    74.4   128.0   142.6   269.4   330.5   361.5   383.1   407.7   440.8   491.1   586.8   745.6  2089.0  58278.1    58253
read      514.4   250.2    74.4   199.1   251.0   479.6   548.9   597.4   650.4   750.8   874.6   990.7  1146.6  1423.3  7191.1 104005.9   103867
read      275.0    93.2    80.4   144.2   162.9   274.0   308.2   327.5   341.2   358.2   379.4   414.9   496.6   636.8  1977.9  21672.7    21604
read      301.9   134.9    80.4   136.8   154.7   283.2   343.4   378.2   403.2   435.2   474.6   534.4   663.1   939.7  2764.2  90240.4    90401
read      287.4   128.9    74.4   131.0   147.3   269.1   328.9   362.7   387.3   417.0   455.9   509.4   623.7   820.9  2595.4  84256.7    84467
read      399.4   222.0    80.4   153.1   178.8   355.0   448.1   498.8   535.7   582.1   651.4   838.9  1104.7  1361.8  4752.1  99820.6    99700
read      282.2   107.5    74.4   139.6   156.1   282.7   325.7   347.2   362.8   380.0   401.3   435.9   506.5   632.8  3013.3  31997.4    32052
read      273.4   105.1    80.4   152.5   173.4   270.6   301.3   319.2   332.5   346.2   366.3   396.0   464.7   692.6  5156.6  18187.9    18173
read      281.1   123.5    74.4   128.2   143.2   264.2   327.7   361.4   384.6   411.2   446.2   496.6   592.1   742.9  1979.4  67889.7    67789
read      283.7   121.5    74.4   130.6   145.8   274.7   334.6   364.1   384.2   406.4   435.4   479.6   564.0   737.2  2909.1  51967.7    51929
read      285.9   130.6    80.4   132.3   148.6   266.5   327.0   361.4   385.9   414.9   452.5   505.0   614.4   829.9  2986.4  83722.7    83850
read      270.4    85.6    86.8   154.5   174.3   268.6   297.4   315.5   328.2   342.4   361.7   390.7   456.2   614.0  2551.5  18679.3    18614
read      281.5    98.8    80.4   146.1   163.2   281.7   320.9   341.6   356.3   372.0   393.6   426.3   494.8   630.0  2469.4  29317.4    29315
read      488.8   246.7    74.4   175.9   216.3   456.5   532.3   582.2   633.7   731.2   855.7   976.9  1141.4  1371.0  5891.2 108320.1   108090
read      278.4   102.1    80.4   146.2   163.5   278.0   314.9   334.8   347.8   364.4   384.6   416.1   488.9   689.8  3799.7  27023.4    27024
read      285.1   113.2    74.4   135.2   150.6   277.8   335.2   363.3   382.4   403.6   432.3   472.2   553.1   702.7  1747.9  49966.4    49907
read      244.9    95.5    86.8   162.8   177.8   237.5   261.0   273.5   283.8   294.8   312.6   341.2   404.4  1083.1  3926.3   9207.9     9150
read      282.4   104.6    80.4   141.6   158.0   282.2   325.8   347.7   363.5   380.8   402.2   437.0   506.3   636.9  2767.6  34406.1    34328
read      283.8   117.9    74.4   134.1   149.5   275.2   333.4   361.9   381.3   403.0   432.0   473.2   551.1   690.0  2458.9  51785.7    51881
read      265.9    74.6    86.8   165.0   184.8   262.5   289.4   304.6   316.3   330.6   346.7   373.3   433.9   610.6  2312.7  14604.6    14569
read      283.0   128.8    74.4   129.5   145.3   262.9   324.1   359.2   384.0   413.5   452.3   505.9   615.2   802.4  3073.9  81616.6    81517
read      282.7   129.4    74.4   129.1   144.4   263.2   325.1   359.9   384.6   413.7   451.5   504.5   612.9   797.7  3093.7  78641.7    78694
read      304.2   137.4    80.4   137.8   156.0   284.5   345.8   381.2   407.0   439.5   479.2   538.3   666.4   917.3  2837.6  93424.9    93409
read      282.9   111.4    74.4   133.8   149.8   282.4   332.1   356.4   372.6   392.3   416.6   454.2   528.2   662.9  1985.0  39148.3    39093
read      272.1    86.4    80.4   152.4   172.9   270.3   300.6   318.6   331.9   345.8   365.7   394.3   458.3   598.4  2766.8  18719.3    18729
read      281.6   136.8    74.4   127.9   142.7   263.1   326.7   361.1   385.1   412.9   449.1   500.0   599.8   778.6  2753.2  70869.0    70818
read      273.5    87.7    74.4   147.7   166.9   273.5   306.4   324.5   337.6   352.2   370.5   399.9   465.7   611.8  2835.1  22031.9    21942
read      296.8   145.6    74.4   134.8   152.5   276.0   337.5   372.3   398.3   430.0   468.5   527.1   648.2   923.2  3933.5  91723.1    91810
read      284.7   108.5    74.4   134.1   149.8   283.3   334.6   359.6   376.3   396.7   422.7   461.3   535.6   657.1  1765.9  39619.1    39588
read      282.0   112.1    74.4   133.1   148.9   280.2   331.4   356.3   372.8   392.9   417.9   456.2   530.9   650.7  2296.5  41016.9    40957
read      279.8   122.1    74.4   127.3   142.0   265.3   329.1   361.3   383.4   408.4   441.6   490.2   580.5   701.0  1822.5  62726.9    62645
read      266.5   122.3    86.8   156.4   177.1   262.8   290.8   307.3   319.1   334.2   351.8   379.2   444.4   662.1  4254.3  15540.1    15539
read      576.1   241.3    86.8   282.2   353.5   517.7   584.7   657.6   769.7   867.9   943.3  1020.4  1149.2  1316.6  7181.2 107744.6   107672
read      282.2   112.6    80.4   136.3   152.5   282.6   327.0   349.1   365.0   383.1   404.3   442.0   520.2   672.4  2596.6  32997.7    32954
read      282.3   133.9    74.4   129.0   143.8   269.0   331.2   362.3   383.7   408.0   439.9   487.9   579.7   741.5  3728.3  58848.7    58866
read      274.7    98.7    80.4   145.2   164.0   275.1   309.1   328.0   340.8   356.1   373.5   402.8   470.9   613.8  3918.3  23678.0    23739
read      282.4   125.9    74.4   129.3   144.1   272.1   332.7   362.7   383.3   406.4   436.5   482.3   572.3   739.0  2725.8  54579.4    54701
read      282.9   123.6    74.4   129.0   144.0   268.5   332.3   364.5   386.7   412.1   444.8   492.8   584.6   740.4  2246.9  60843.7    60706
read      288.8   170.1    74.4   128.5   143.6   266.6   331.4   366.0   390.6   420.0   457.5   509.8   641.6  1587.0  7087.2  72391.1    72350
read      283.8   128.0    74.4   129.0   144.0   269.9   333.6   365.5   387.4   412.3   444.3   491.2   584.8   790.2  3643.8  58625.7    58661
read      285.6   108.1    74.4   137.4   153.7   286.1   332.8   355.7   371.1   389.7   412.5   449.8   525.5   683.5  2869.8  34910.1    34912
read      505.6   233.9    74.4   207.4   254.9   468.3   550.4   606.9   658.3   734.2   838.2   962.9  1134.6  1438.2  5205.1 103331.9   103268
read      405.5  8614.5    74.4   130.7   147.1   275.9   321.0   343.7   360.6   379.9   405.2   456.3   645.3  1092.7 409185.5  38789.7    38703
read      285.0   127.6    74.4   126.5   142.4   268.5   327.5   361.0   385.7   415.5   454.8   509.3   623.8   829.5  2381.0  83537.9    83358
read      278.5   123.8    74.4   126.7   141.3   267.0   328.1   358.6   379.3   402.7   433.7   479.9   569.3   713.4  2187.7  57353.9    57408
read      292.7   132.7    74.4   132.2   149.1   273.4   335.4   370.0   395.3   426.1   464.9   522.5   637.0   833.4  2308.2  86811.3    86837
read      283.5   104.3    74.4   136.7   153.3   284.2   330.1   353.2   368.8   387.0   408.5   443.8   508.3   636.3  2338.2  33654.9    33517
read      281.5   133.5    74.4   127.3   142.0   263.2   329.1   363.2   386.5   413.1   447.7   496.7   591.6   806.8  3583.9  66190.1    66204
read      282.7   132.0    74.4   127.2   142.0   263.1   327.7   362.7   387.3   416.4   453.5   504.7   611.7   815.4  3202.5  73903.4    73758
read      382.6   195.4    74.4   154.0   180.6   349.8   430.9   476.2   508.8   549.5   610.2   727.6  1004.8  1257.1  4663.1  99555.6    99742
read      605.6   242.2    93.8   352.2   393.5   534.4   604.3   694.0   811.3   897.4   972.8  1055.1  1176.7  1362.8  7228.5 109585.0   109462
read      372.8   182.0    80.4   150.8   177.7   344.0   420.2   464.2   497.5   539.5   600.8   703.6   900.5  1094.8  3432.8  94310.0    94453
read      282.1   111.0    74.4   130.9   146.2   278.9   333.2   359.3   376.6   397.2   423.9   463.8   542.6   693.4  1757.2  44173.9    44096
read      332.9   147.3    80.4   145.4   168.0   312.6   377.2   416.0   445.0   478.7   521.9   588.9   742.5  1003.4  2552.9 100291.9   100467
read      246.3   153.0    86.8   161.3   177.3   237.4   259.5   271.7   281.2   292.6   309.3   336.4   403.2  1438.1  8248.6   8559.0     8576
read      282.5   121.9    74.4   129.0   143.6   268.9   333.1   365.1   386.9   411.6   443.9   490.8   580.4   720.1  1925.4  59120.4    59359
read      248.3   103.6    93.8   165.8   181.9   241.1   263.7   275.4   285.4   295.3   312.6   339.2   402.0  1171.3  4039.4   7600.3     7614
read      284.2   127.0    74.4   129.6   144.4   269.4   333.6   365.9   388.3   414.4   447.8   495.8   590.1   748.5  2142.3  60248.0    60329
read      285.2   123.4    74.4   132.2   147.5   281.9   336.2   362.5   380.2   400.4   427.5   467.2   546.5   715.3  3341.0  43694.4    43762
read      283.2   128.3    74.4   128.7   143.5   265.9   330.6   364.3   387.7   415.0   449.9   499.7   599.5   787.6  2962.1  66900.6    67038
read      280.9   104.0    80.4   143.7   161.6   281.2   318.9   338.8   352.5   368.3   389.5   422.6   494.8   648.6  3544.4  26045.9    26095
read      284.1   135.0    74.4   128.7   143.6   265.1   329.9   364.4   388.6   417.1   453.8   505.4   607.7   793.4  3556.7  71170.6    71173
read      595.6   249.2    80.4   304.4   377.5   529.4   600.3   695.1   815.3   897.9   968.3  1047.4  1175.0  1381.0  7215.3 109277.9   109276
read      263.7    82.0    80.4   157.4   178.2   259.8   287.4   302.7   315.1   329.8   346.9   375.9   453.1   693.1  2520.8  13195.6    13150
read      287.3   131.7    74.4   130.9   146.2   271.7   336.0   368.9   391.9   418.6   452.4   501.2   596.1   791.6  2830.2  61237.7    61250
read      293.3   136.0    74.4   133.5   150.4   272.6   335.5   370.2   395.7   426.6   465.2   522.4   639.5   975.9  2928.9  84307.1    84472
read      288.9   129.5    74.4   130.9   146.9   269.4   332.4   367.6   393.0   423.4   461.6   516.4   628.3   817.6  1942.8  82112.3    82226
read      282.5   114.7    80.4   142.3   159.8   282.4   321.4   341.9   356.6   372.4   394.3   427.8   502.2  1028.0  3518.1  27730.9    27671
read      337.9   154.3    80.4   147.4   169.8   314.5   381.6   421.6   451.5   486.8   532.1   606.2   790.7  1068.6  2321.5  98688.9    98736
read      532.0   244.0    80.4   226.1   278.9   491.3   562.8   616.3   676.3   783.7   894.9   999.5  1145.5  1345.1  7105.8 106294.6   106314
read      495.9   227.7    80.4   204.8   250.3   463.2   536.9   584.2   629.2   705.9   826.2   953.4  1098.4  1288.4  4985.3 104906.0   105027
read      364.0   173.6    80.4   151.5   176.3   335.3   409.7   453.4   485.2   524.5   580.0   680.7   910.6  1127.6  2814.8  96923.7    96867
read      302.2   131.7    74.4   136.8   154.8   282.6   344.7   380.6   406.3   439.0   478.9   537.6   658.9   844.3  1832.5  89542.0    89493
read      281.2   118.1    74.4   129.1   143.6   273.0   332.9   362.2   381.9   403.5   433.2   475.3   554.1   706.0  1986.0  50555.0    50538
read      278.0   108.5    80.4   148.9   167.9   278.2   312.6   331.6   344.2   359.9   377.6   404.9   470.2   589.3  2308.7  22176.9    22083
read      286.5   121.2    74.4   132.5   147.6   280.1   338.6   366.9   386.4   407.8   436.3   479.3   559.8   691.9  2747.1  48310.3    48618
read      311.3   143.1    80.4   138.7   157.5   289.5   352.6   389.9   417.8   451.3   493.5   556.2   707.4   991.8  2674.2  94235.7    94298
read      283.3   125.4    74.4   128.8   143.4   267.1   331.9   365.1   387.9   414.5   449.1   499.2   593.3   756.2  2042.3  63609.9    63579
read      284.8   144.6    74.4   128.4   143.0   267.6   331.8   365.5   388.9   416.3   451.4   500.9   602.7   817.6  4641.5  64654.7    64573
read      287.6   129.6    74.4   133.1   149.1   268.1   330.8   365.3   389.9   418.9   456.1   507.7   615.4   808.2  2601.1  77249.9    77178
read      280.2   101.9    80.4   144.9   161.9   281.9   319.6   339.4   353.2   369.1   389.9   421.7   493.7   637.3  2390.4  29780.3    29824
read      284.5   126.4    80.4   132.8   148.2   269.0   331.7   363.5   385.4   410.3   442.7   491.3   585.2   803.0  3128.0  64351.3    64495
read      271.0   103.6    80.4   152.1   170.9   270.7   300.1   317.1   329.5   343.0   361.9   390.5   458.5   589.0  4183.8  20936.4    20917
read      291.1   128.9    80.4   134.7   151.5   272.2   332.7   366.9   391.9   421.8   459.6   513.4   625.7   807.6  2013.2  85760.0    85651
read      284.2   123.2    74.4   132.1   147.3   269.6   332.7   364.4   386.2   411.0   443.0   491.6   584.6   746.1  2352.6  61804.1    61935
read      287.5   127.0    80.4   135.4   150.7   278.7   337.5   365.9   385.3   406.7   436.3   478.8   563.7   730.7  3421.3  50250.0    50216
read      287.3   128.8    74.4   132.3   148.2   268.3   332.1   366.6   391.1   419.9   456.3   506.8   607.3   783.5  3014.1  72121.1    72251
read      287.4   124.0    74.4   132.4   148.2   268.4   333.3   367.8   392.2   421.0   457.0   506.8   608.9   776.1  2121.1  71775.7    71798
read      273.1    87.7    86.8   153.5   172.9   271.8   302.2   319.6   332.8   346.4   366.3   395.2   464.1   677.7  2050.7  19756.4    19701
read      280.5    91.4    80.4   146.1   164.4   281.4   318.0   337.8   351.3   367.2   387.7   418.8   485.6   591.0  1961.0  25028.3    24952
read      290.5   131.5    74.4   131.7   148.0   271.0   333.7   368.7   394.0   424.3   462.2   517.0   630.8   853.0  2781.9  81952.1    81838
read      282.3   113.1    80.4   142.8   160.5   283.1   321.0   340.9   355.0   370.7   392.1   425.0   499.2   705.4  3872.3  26606.7    26648
read      280.3   104.7    80.4   144.2   162.5   280.1   315.7   334.8   347.3   364.4   385.4   419.7   502.7   805.5  2764.4  24840.3    24837
read      289.8   119.1    80.4   141.6   159.1   289.7   332.2   353.6   368.7   387.0   409.1   447.5   533.7   738.5  3873.6  29379.3    29420
read      463.6   221.0    80.4   187.0   226.6   430.2   514.7   566.5   608.3   665.6   749.8   887.1  1095.3  1352.4  4475.8 103957.0   103882
read      287.7   135.4    80.4   129.8   145.0   269.3   333.6   367.7   391.7   420.4   457.3   508.5   623.4   887.9  3053.8  70280.6    70314
